GO.ID,Term,Annotated,Significant,Expected,classic
GO:0009625,response to insect,27,6,5.96,0.56683
GO:0050821,protein stabilization,27,6,5.96,0.56683
GO:0071241,cellular response to inorganic substance,27,6,5.96,0.56683
GO:0006892,post-Golgi vesicle-mediated transport,41,9,9.04,0.56763
GO:0048443,stamen development,55,12,12.13,0.56990
GO:0048466,androecium development,55,12,12.13,0.56990
GO:0006535,cysteine biosynthetic process from serin...,13,3,2.87,0.57201
GO:0006596,polyamine biosynthetic process,13,3,2.87,0.57201
GO:0006782,protoporphyrinogen IX biosynthetic proce...,13,3,2.87,0.57201
GO:0006863,purine nucleobase transport,13,3,2.87,0.57201
GO:0007584,response to nutrient,13,3,2.87,0.57201
GO:0015936,coenzyme A metabolic process,13,3,2.87,0.57201
GO:0019374,galactolipid metabolic process,13,3,2.87,0.57201
GO:0019853,L-ascorbic acid biosynthetic process,13,3,2.87,0.57201
GO:0034308,primary alcohol metabolic process,13,3,2.87,0.57201
GO:0046352,disaccharide catabolic process,13,3,2.87,0.57201
GO:0046417,chorismate metabolic process,13,3,2.87,0.57201
GO:0046501,protoporphyrinogen IX metabolic process,13,3,2.87,0.57201
GO:0072595,maintenance of protein localization in o...,13,3,2.87,0.57201
GO:1901071,glucosamine-containing compound metaboli...,13,3,2.87,0.57201
GO:0015931,nucleobase-containing compound transport,106,23,23.38,0.57383
GO:0016571,histone methylation,83,18,18.31,0.57559
GO:0008380,RNA splicing,267,58,58.89,0.57721
GO:0006813,potassium ion transport,46,10,10.15,0.57844
GO:0006875,cellular metal ion homeostasis,97,21,21.4,0.57856
GO:0019722,calcium-mediated signaling,32,7,7.06,0.57894
GO:0009644,response to high light intensity,60,13,13.23,0.57968
GO:0032984,protein-containing complex disassembly,60,13,13.23,0.57968
GO:0001678,cellular glucose homeostasis,18,4,3.97,0.58489
GO:0007163,establishment or maintenance of cell pol...,18,4,3.97,0.58489
GO:0015749,monosaccharide transmembrane transport,18,4,3.97,0.58489
GO:0045930,negative regulation of mitotic cell cycl...,18,4,3.97,0.58489
GO:0046470,phosphatidylcholine metabolic process,18,4,3.97,0.58489
GO:0070897,transcription preinitiation complex asse...,18,4,3.97,0.58489
GO:0048528,post-embryonic root development,102,22,22.5,0.58636
GO:0000904,cell morphogenesis involved in different...,162,35,35.73,0.58644
GO:0009744,response to sucrose,65,14,14.34,0.58877
GO:0010431,seed maturation,65,14,14.34,0.58877
GO:0006417,regulation of translation,93,20,20.51,0.59182
GO:0006721,terpenoid metabolic process,144,31,31.76,0.59390
GO:0001763,morphogenesis of a branching structure,23,5,5.07,0.59585
GO:0090329,regulation of DNA-dependent DNA replicat...,23,5,5.07,0.59585
GO:1902600,proton transmembrane transport,56,12,12.35,0.59741
GO:0070647,protein modification by small protein co...,98,21,21.62,0.59935
GO:0051235,maintenance of location,42,9,9.26,0.59936
GO:0048468,cell development,255,55,56.25,0.59999
GO:0006650,glycerophospholipid metabolic process,126,27,27.79,0.60271
GO:0006275,regulation of DNA replication,28,6,6.18,0.60554
GO:0007267,cell-cell signaling,28,6,6.18,0.60554
GO:0061077,chaperone-mediated protein folding,61,13,13.46,0.60587
GO:0019725,cellular homeostasis,191,41,42.13,0.60700
GO:0031365,N-terminal protein amino acid modificati...,47,10,10.37,0.60823
GO:0006508,proteolysis,614,133,135.43,0.61179
GO:0065009,regulation of molecular function,196,42,43.23,0.61258
GO:0006403,RNA localization,66,14,14.56,0.61380
GO:0051651,maintenance of location in cell,33,7,7.28,0.61432
GO:1905421,regulation of plant organ morphogenesis,33,7,7.28,0.61432
GO:0051726,regulation of cell cycle,122,26,26.91,0.61436
GO:0051704,multi-organism process,293,63,64.63,0.61460
GO:0006413,translational initiation,52,11,11.47,0.61643
GO:0046434,organophosphate catabolic process,52,11,11.47,0.61643
GO:1903311,regulation of mRNA metabolic process,52,11,11.47,0.61643
GO:0016143,S-glycoside metabolic process,150,32,33.09,0.61694
GO:0019757,glycosinolate metabolic process,150,32,33.09,0.61694
GO:0019760,glucosinolate metabolic process,150,32,33.09,0.61694
GO:0010638,positive regulation of organelle organiz...,71,15,15.66,0.62125
GO:0070925,organelle assembly,141,30,31.1,0.62165
GO:0048831,regulation of shoot system development,229,49,50.51,0.62174
GO:0003333,amino acid transmembrane transport,38,8,8.38,0.62239
GO:0017148,negative regulation of translation,38,8,8.38,0.62239
GO:0019932,second-messenger-mediated signaling,38,8,8.38,0.62239
GO:1902531,regulation of intracellular signal trans...,38,8,8.38,0.62239
GO:0000338,protein deneddylation,9,2,1.99,0.62352
GO:0005987,sucrose catabolic process,9,2,1.99,0.62352
GO:0006376,mRNA splice site selection,9,2,1.99,0.62352
GO:0006545,glycine biosynthetic process,9,2,1.99,0.62352
GO:0006591,ornithine metabolic process,9,2,1.99,0.62352
GO:0008535,respiratory chain complex IV assembly,9,2,1.99,0.62352
GO:0009166,nucleotide catabolic process,9,2,1.99,0.62352
GO:0009435,NAD biosynthetic process,9,2,1.99,0.62352
GO:0009554,megasporogenesis,9,2,1.99,0.62352
GO:0010019,chloroplast-nucleus signaling pathway,9,2,1.99,0.62352
GO:0018027,peptidyl-lysine dimethylation,9,2,1.99,0.62352
GO:0019915,lipid storage,9,2,1.99,0.62352
GO:0033617,mitochondrial cytochrome c oxidase assem...,9,2,1.99,0.62352
GO:0040020,regulation of meiotic nuclear division,9,2,1.99,0.62352
GO:0045596,negative regulation of cell differentiat...,9,2,1.99,0.62352
GO:0048578,positive regulation of long-day photoper...,9,2,1.99,0.62352
GO:0051238,sequestering of metal ion,9,2,1.99,0.62352
GO:0071491,cellular response to red light,9,2,1.99,0.62352
GO:1904062,regulation of cation transmembrane trans...,9,2,1.99,0.62352
GO:2000144,positive regulation of DNA-templated tra...,9,2,1.99,0.62352
GO:0001933,negative regulation of protein phosphory...,14,3,3.09,0.62602
GO:0006353,"DNA-templated transcription, termination",14,3,3.09,0.62602
GO:0009556,microsporogenesis,14,3,3.09,0.62602
GO:0019321,pentose metabolic process,14,3,3.09,0.62602
GO:0042451,purine nucleoside biosynthetic process,14,3,3.09,0.62602
GO:0046129,purine ribonucleoside biosynthetic proce...,14,3,3.09,0.62602
GO:0048354,mucilage biosynthetic process involved i...,14,3,3.09,0.62602
GO:0051348,negative regulation of transferase activ...,14,3,3.09,0.62602
GO:1900457,regulation of brassinosteroid mediated s...,14,3,3.09,0.62602
GO:0048527,lateral root development,90,19,19.85,0.62683
GO:0043648,dicarboxylic acid metabolic process,76,16,16.76,0.62831
GO:0006096,glycolytic process,43,9,9.48,0.62990
GO:0006757,ATP generation from ADP,43,9,9.48,0.62990
GO:0006879,cellular iron ion homeostasis,19,4,4.19,0.63090
GO:0015919,peroxisomal membrane transport,19,4,4.19,0.63090
GO:0019852,L-ascorbic acid metabolic process,19,4,4.19,0.63090
GO:0042593,glucose homeostasis,19,4,4.19,0.63090
GO:0046855,inositol phosphate dephosphorylation,19,4,4.19,0.63090
GO:0071545,inositol phosphate catabolic process,19,4,4.19,0.63090
GO:0000023,maltose metabolic process,4,1,0.88,0.63099
GO:0000244,spliceosomal tri-snRNP complex assembly,4,1,0.88,0.63099
GO:0000973,posttranscriptional tethering of RNA pol...,4,1,0.88,0.63099
GO:0005513,detection of calcium ion,4,1,0.88,0.63099
GO:0006065,UDP-glucuronate biosynthetic process,4,1,0.88,0.63099
GO:0006208,pyrimidine nucleobase catabolic process,4,1,0.88,0.63099
GO:0006370,7-methylguanosine mRNA capping,4,1,0.88,0.63099
GO:0006529,asparagine biosynthetic process,4,1,0.88,0.63099
GO:0006597,spermine biosynthetic process,4,1,0.88,0.63099
GO:0006788,heme oxidation,4,1,0.88,0.63099
GO:0009154,purine ribonucleotide catabolic process,4,1,0.88,0.63099
GO:0009228,thiamine biosynthetic process,4,1,0.88,0.63099
GO:0009261,ribonucleotide catabolic process,4,1,0.88,0.63099
GO:0009264,deoxyribonucleotide catabolic process,4,1,0.88,0.63099
GO:0010036,response to boron-containing substance,4,1,0.88,0.63099
GO:0010155,regulation of proton transport,4,1,0.88,0.63099
GO:0010222,stem vascular tissue pattern formation,4,1,0.88,0.63099
GO:0010378,temperature compensation of the circadia...,4,1,0.88,0.63099
GO:0010394,homogalacturonan metabolic process,4,1,0.88,0.63099
GO:0010507,negative regulation of autophagy,4,1,0.88,0.63099
GO:0015714,phosphoenolpyruvate transport,4,1,0.88,0.63099
GO:0015717,triose phosphate transport,4,1,0.88,0.63099
GO:0015786,UDP-glucose transmembrane transport,4,1,0.88,0.63099
GO:0016560,"protein import into peroxisome matrix, d...",4,1,0.88,0.63099
GO:0019372,lipoxygenase pathway,4,1,0.88,0.63099
GO:0019482,beta-alanine metabolic process,4,1,0.88,0.63099
GO:0019860,uracil metabolic process,4,1,0.88,0.63099
GO:0030030,cell projection organization,4,1,0.88,0.63099
GO:0030031,cell projection assembly,4,1,0.88,0.63099
GO:0030186,melatonin metabolic process,4,1,0.88,0.63099
GO:0031022,nuclear migration along microfilament,4,1,0.88,0.63099
GO:0031648,protein destabilization,4,1,0.88,0.63099
GO:0032465,regulation of cytokinesis,4,1,0.88,0.63099
GO:0033358,UDP-L-arabinose biosynthetic process,4,1,0.88,0.63099
GO:0033520,phytol biosynthetic process,4,1,0.88,0.63099
GO:0033591,response to L-ascorbic acid,4,1,0.88,0.63099
GO:0033869,nucleoside bisphosphate catabolic proces...,4,1,0.88,0.63099
GO:0034031,ribonucleoside bisphosphate catabolic pr...,4,1,0.88,0.63099
GO:0034034,purine nucleoside bisphosphate catabolic...,4,1,0.88,0.63099
GO:0034309,primary alcohol biosynthetic process,4,1,0.88,0.63099
GO:0035067,negative regulation of histone acetylati...,4,1,0.88,0.63099
GO:0035264,multicellular organism growth,4,1,0.88,0.63099
GO:0035436,triose phosphate transmembrane transport,4,1,0.88,0.63099
GO:0035513,oxidative RNA demethylation,4,1,0.88,0.63099
GO:0035627,ceramide transport,4,1,0.88,0.63099
GO:0040031,snRNA modification,4,1,0.88,0.63099
GO:0042276,error-prone translesion synthesis,4,1,0.88,0.63099
GO:0042391,regulation of membrane potential,4,1,0.88,0.63099
GO:0042454,ribonucleoside catabolic process,4,1,0.88,0.63099
GO:0042724,thiamine-containing compound biosyntheti...,4,1,0.88,0.63099
GO:0042938,dipeptide transport,4,1,0.88,0.63099
GO:0043617,cellular response to sucrose starvation,4,1,0.88,0.63099
GO:0045046,protein import into peroxisome membrane,4,1,0.88,0.63099
GO:0045226,extracellular polysaccharide biosyntheti...,4,1,0.88,0.63099
GO:0045227,capsule polysaccharide biosynthetic proc...,4,1,0.88,0.63099
GO:0045230,capsule organization,4,1,0.88,0.63099
GO:0045903,positive regulation of translational fid...,4,1,0.88,0.63099
GO:0045905,positive regulation of translational ter...,4,1,0.88,0.63099
GO:0046379,extracellular polysaccharide metabolic p...,4,1,0.88,0.63099
GO:0046740,"transport of virus in host, cell to cell",4,1,0.88,0.63099
GO:0050792,regulation of viral process,4,1,0.88,0.63099
GO:0050898,nitrile metabolic process,4,1,0.88,0.63099
GO:0051013,microtubule severing,4,1,0.88,0.63099
GO:0051443,positive regulation of ubiquitin-protein...,4,1,0.88,0.63099
GO:0060359,response to ammonium ion,4,1,0.88,0.63099
GO:0061086,negative regulation of histone H3-K27 me...,4,1,0.88,0.63099
GO:0061687,detoxification of inorganic compound,4,1,0.88,0.63099
GO:0070989,oxidative demethylation,4,1,0.88,0.63099
GO:0071479,cellular response to ionizing radiation,4,1,0.88,0.63099
GO:0071494,cellular response to UV-C,4,1,0.88,0.63099
GO:0071585,detoxification of cadmium ion,4,1,0.88,0.63099
GO:0072531,pyrimidine-containing compound transmemb...,4,1,0.88,0.63099
GO:0080028,nitrile biosynthetic process,4,1,0.88,0.63099
GO:0080029,cellular response to boron-containing su...,4,1,0.88,0.63099
GO:0080162,intracellular auxin transport,4,1,0.88,0.63099
GO:0080170,hydrogen peroxide transmembrane transpor...,4,1,0.88,0.63099
GO:0080190,lateral growth,4,1,0.88,0.63099
GO:0090070,positive regulation of ribosome biogenes...,4,1,0.88,0.63099
GO:0090548,response to nitrate starvation,4,1,0.88,0.63099
GO:0098787,mRNA cleavage involved in mRNA processin...,4,1,0.88,0.63099
GO:0098789,pre-mRNA cleavage required for polyadeny...,4,1,0.88,0.63099
GO:0120009,intermembrane lipid transfer,4,1,0.88,0.63099
GO:0120253,hydrocarbon catabolic process,4,1,0.88,0.63099
GO:1900407,regulation of cellular response to oxida...,4,1,0.88,0.63099
GO:1901031,regulation of response to reactive oxyge...,4,1,0.88,0.63099
GO:1901984,negative regulation of protein acetylati...,4,1,0.88,0.63099
GO:1902117,positive regulation of organelle assembl...,4,1,0.88,0.63099
GO:1902448,positive regulation of shade avoidance,4,1,0.88,0.63099
GO:1902475,L-alpha-amino acid transmembrane transpo...,4,1,0.88,0.63099
GO:1902586,multi-organism intercellular transport,4,1,0.88,0.63099
GO:1902806,regulation of cell cycle G1/S phase tran...,4,1,0.88,0.63099
GO:1903175,fatty alcohol biosynthetic process,4,1,0.88,0.63099
GO:1904143,positive regulation of carotenoid biosyn...,4,1,0.88,0.63099
GO:1904963,regulation of phytol biosynthetic proces...,4,1,0.88,0.63099
GO:1905157,positive regulation of photosynthesis,4,1,0.88,0.63099
GO:2000014,regulation of endosperm development,4,1,0.88,0.63099
GO:2000214,regulation of proline metabolic process,4,1,0.88,0.63099
GO:2000378,negative regulation of reactive oxygen s...,4,1,0.88,0.63099
GO:2000757,negative regulation of peptidyl-lysine a...,4,1,0.88,0.63099
GO:0051168,nuclear export,62,13,13.68,0.63129
GO:0055065,metal ion homeostasis,151,32,33.31,0.63325
GO:0051130,positive regulation of cellular componen...,81,17,17.87,0.63501
GO:0001708,cell fate specification,24,5,5.29,0.63649
GO:0034285,response to disaccharide,67,14,14.78,0.63808
GO:0034599,cellular response to oxidative stress,67,14,14.78,0.63808
GO:1901615,organic hydroxy compound metabolic proce...,309,66,68.16,0.63976
GO:0000122,negative regulation of transcription by ...,29,6,6.4,0.64227
GO:0009145,purine nucleoside triphosphate biosynthe...,34,7,7.5,0.64802
GO:0010043,response to zinc ion,34,7,7.5,0.64802
GO:0045786,negative regulation of cell cycle,34,7,7.5,0.64802
GO:0006405,RNA export from nucleus,58,12,12.79,0.64986
GO:0006873,cellular ion homeostasis,124,26,27.35,0.65010
GO:0010558,negative regulation of macromolecule bio...,259,55,57.13,0.65024
GO:0042775,mitochondrial ATP synthesis coupled elec...,39,8,8.6,0.65366
GO:0044262,cellular carbohydrate metabolic process,375,80,82.72,0.65409
GO:0090626,plant epidermis morphogenesis,63,13,13.9,0.65585
GO:0006631,fatty acid metabolic process,227,48,50.07,0.65635
GO:0044267,cellular protein metabolic process,2312,503,509.97,0.65754
GO:0009250,glucan biosynthetic process,101,21,22.28,0.65895
GO:0009932,cell tip growth,101,21,22.28,0.65895
GO:0043255,regulation of carbohydrate biosynthetic ...,44,9,9.71,0.65915
GO:0072527,pyrimidine-containing compound metabolic...,44,9,9.71,0.65915
GO:0016570,histone modification,176,37,38.82,0.65935
GO:1902679,negative regulation of RNA biosynthetic ...,204,43,45,0.65978
GO:1903507,negative regulation of nucleic acid-temp...,204,43,45,0.65978
GO:0072594,establishment of protein localization to...,246,52,54.26,0.66156
GO:0009910,negative regulation of flower developmen...,49,10,10.81,0.66447
GO:0044270,cellular nitrogen compound catabolic pro...,200,42,44.12,0.66874
GO:0031327,negative regulation of cellular biosynth...,321,68,70.81,0.67006
GO:0000291,nuclear-transcribed mRNA catabolic proce...,20,4,4.41,0.67348
GO:0034293,sexual sporulation,20,4,4.41,0.67348
GO:0043574,peroxisomal transport,20,4,4.41,0.67348
GO:0043934,sporulation,20,4,4.41,0.67348
GO:0048236,plant-type sporogenesis,20,4,4.41,0.67348
GO:0048359,mucilage metabolic process involved in s...,20,4,4.41,0.67348
GO:0061647,histone H3-K9 modification,20,4,4.41,0.67348
GO:0072525,pyridine-containing compound biosyntheti...,20,4,4.41,0.67348
GO:0006563,L-serine metabolic process,25,5,5.51,0.67451
GO:0006012,galactose metabolic process,15,3,3.31,0.67514
GO:0006734,NADH metabolic process,15,3,3.31,0.67514
GO:0007088,regulation of mitotic nuclear division,15,3,3.31,0.67514
GO:0015851,nucleobase transport,15,3,3.31,0.67514
GO:0031062,positive regulation of histone methylati...,15,3,3.31,0.67514
GO:0042326,negative regulation of phosphorylation,15,3,3.31,0.67514
GO:0045168,cell-cell signaling involved in cell fat...,15,3,3.31,0.67514
GO:0048564,photosystem I assembly,15,3,3.31,0.67514
GO:0055075,potassium ion homeostasis,15,3,3.31,0.67514
GO:0071333,cellular response to glucose stimulus,15,3,3.31,0.67514
GO:0098532,histone H3-K27 trimethylation,15,3,3.31,0.67514
GO:1901292,nucleoside phosphate catabolic process,15,3,3.31,0.67514
GO:2001251,negative regulation of chromosome organi...,15,3,3.31,0.67514
GO:0007062,sister chromatid cohesion,30,6,6.62,0.67686
GO:0007127,meiosis I,30,6,6.62,0.67686
GO:0009911,positive regulation of flower developmen...,30,6,6.62,0.67686
GO:0048825,cotyledon development,30,6,6.62,0.67686
GO:0031329,regulation of cellular catabolic process,83,17,18.31,0.67739
GO:0042545,cell wall modification,83,17,18.31,0.67739
GO:0065002,intracellular protein transmembrane tran...,83,17,18.31,0.67739
GO:0050657,nucleic acid transport,64,13,14.12,0.67950
GO:0050658,RNA transport,64,13,14.12,0.67950
GO:0051236,establishment of RNA localization,64,13,14.12,0.67950
GO:0072507,divalent inorganic cation homeostasis,64,13,14.12,0.67950
GO:0010162,seed dormancy process,35,7,7.72,0.67991
GO:0010311,lateral root formation,35,7,7.72,0.67991
GO:0022611,dormancy process,35,7,7.72,0.67991
GO:0051179,localization,1911,414,421.52,0.68141
GO:0006402,mRNA catabolic process,88,18,19.41,0.68228
GO:0000184,nuclear-transcribed mRNA catabolic proce...,10,2,2.21,0.68319
GO:0006102,isocitrate metabolic process,10,2,2.21,0.68319
GO:0006901,vesicle coating,10,2,2.21,0.68319
GO:0007041,lysosomal transport,10,2,2.21,0.68319
GO:0007265,Ras protein signal transduction,10,2,2.21,0.68319
GO:0015976,carbon utilization,10,2,2.21,0.68319
GO:0019740,nitrogen utilization,10,2,2.21,0.68319
GO:0045839,negative regulation of mitotic nuclear d...,10,2,2.21,0.68319
GO:0046835,carbohydrate phosphorylation,10,2,2.21,0.68319
GO:0071219,cellular response to molecule of bacteri...,10,2,2.21,0.68319
GO:0071586,CAAX-box protein processing,10,2,2.21,0.68319
GO:0080120,CAAX-box protein maturation,10,2,2.21,0.68319
GO:1902652,secondary alcohol metabolic process,10,2,2.21,0.68319
GO:0031056,regulation of histone modification,40,8,8.82,0.68335
GO:0006810,transport,1692,366,373.22,0.68358
GO:0008104,protein localization,623,133,137.42,0.68415
GO:0008154,actin polymerization or depolymerization,45,9,9.93,0.68701
GO:0009225,nucleotide-sugar metabolic process,45,9,9.93,0.68701
GO:0010374,stomatal complex development,45,9,9.93,0.68701
GO:0048438,floral whorl development,112,23,24.7,0.68730
GO:0043624,cellular protein complex disassembly,50,10,11.03,0.69077
GO:0071166,ribonucleoprotein complex localization,50,10,11.03,0.69077
GO:0071426,ribonucleoprotein complex export from nu...,50,10,11.03,0.69077
GO:0007015,actin filament organization,79,16,17.43,0.69321
GO:0006611,protein export from nucleus,55,11,12.13,0.69457
GO:0045892,"negative regulation of transcription, DN...",202,42,44.56,0.69525
GO:0033365,protein localization to organelle,263,55,58.01,0.69746
GO:0009743,response to carbohydrate,141,29,31.1,0.69748
GO:0016569,covalent chromatin modification,179,37,39.48,0.70165
GO:0009890,negative regulation of biosynthetic proc...,329,69,72.57,0.70500
GO:0061982,meiosis I cell cycle process,31,6,6.84,0.70921
GO:0006754,ATP biosynthetic process,26,5,5.74,0.70978
GO:0015985,"energy coupled proton transport, down el...",26,5,5.74,0.70978
GO:0015986,ATP synthesis coupled proton transport,26,5,5.74,0.70978
GO:0030838,positive regulation of actin filament po...,26,5,5.74,0.70978
GO:0045010,actin nucleation,26,5,5.74,0.70978
GO:2001252,positive regulation of chromosome organi...,26,5,5.74,0.70978
GO:0009144,purine nucleoside triphosphate metabolic...,36,7,7.94,0.70991
GO:1901661,quinone metabolic process,36,7,7.94,0.70991
GO:1901663,quinone biosynthetic process,36,7,7.94,0.70991
GO:0051253,negative regulation of RNA metabolic pro...,222,46,48.97,0.71071
GO:0006644,phospholipid metabolic process,175,36,38.6,0.71131
GO:0055080,cation homeostasis,175,36,38.6,0.71131
GO:0000212,meiotic spindle organization,5,1,1.1,0.71240
GO:0000393,spliceosomal conformational changes to g...,5,1,1.1,0.71240
GO:0000712,resolution of meiotic recombination inte...,5,1,1.1,0.71240
GO:0000820,regulation of glutamine family amino aci...,5,1,1.1,0.71240
GO:0006015,5-phosphoribose 1-diphosphate biosynthet...,5,1,1.1,0.71240
GO:0006023,aminoglycan biosynthetic process,5,1,1.1,0.71240
GO:0006024,glycosaminoglycan biosynthetic process,5,1,1.1,0.71240
GO:0006101,citrate metabolic process,5,1,1.1,0.71240
GO:0006103,2-oxoglutarate metabolic process,5,1,1.1,0.71240
GO:0006152,purine nucleoside catabolic process,5,1,1.1,0.71240
GO:0006228,UTP biosynthetic process,5,1,1.1,0.71240
GO:0006266,DNA ligation,5,1,1.1,0.71240
GO:0006278,RNA-dependent DNA biosynthetic process,5,1,1.1,0.71240
GO:0006285,"base-excision repair, AP site formation",5,1,1.1,0.71240
GO:0006308,DNA catabolic process,5,1,1.1,0.71240
GO:0006449,regulation of translational termination,5,1,1.1,0.71240
GO:0006528,asparagine metabolic process,5,1,1.1,0.71240
GO:0006848,pyruvate transport,5,1,1.1,0.71240
GO:0006884,cell volume homeostasis,5,1,1.1,0.71240
GO:0007004,telomere maintenance via telomerase,5,1,1.1,0.71240
GO:0007349,cellularization,5,1,1.1,0.71240
GO:0008295,spermidine biosynthetic process,5,1,1.1,0.71240
GO:0009134,nucleoside diphosphate catabolic process,5,1,1.1,0.71240
GO:0009249,protein lipoylation,5,1,1.1,0.71240
GO:0009584,detection of visible light,5,1,1.1,0.71240
GO:0009691,cytokinin biosynthetic process,5,1,1.1,0.71240
GO:0009805,coumarin biosynthetic process,5,1,1.1,0.71240
GO:0009854,oxidative photosynthetic carbon pathway,5,1,1.1,0.71240
GO:0010345,suberin biosynthetic process,5,1,1.1,0.71240
GO:0010452,histone H3-K36 methylation,5,1,1.1,0.71240
GO:0015807,L-amino acid transport,5,1,1.1,0.71240
GO:0015909,long-chain fatty acid transport,5,1,1.1,0.71240
GO:0019348,dolichol metabolic process,5,1,1.1,0.71240
GO:0019985,translesion synthesis,5,1,1.1,0.71240
GO:0030007,cellular potassium ion homeostasis,5,1,1.1,0.71240
GO:0031048,heterochromatin assembly by small RNA,5,1,1.1,0.71240
GO:0032468,Golgi calcium ion homeostasis,5,1,1.1,0.71240
GO:0032472,Golgi calcium ion transport,5,1,1.1,0.71240
GO:0033619,membrane protein proteolysis,5,1,1.1,0.71240
GO:0033683,"nucleotide-excision repair, DNA incision",5,1,1.1,0.71240
GO:0034059,response to anoxia,5,1,1.1,0.71240
GO:0034067,protein localization to Golgi apparatus,5,1,1.1,0.71240
GO:0034315,regulation of Arp2/3 complex-mediated ac...,5,1,1.1,0.71240
GO:0034969,histone arginine methylation,5,1,1.1,0.71240
GO:0035461,vitamin transmembrane transport,5,1,1.1,0.71240
GO:0035725,sodium ion transmembrane transport,5,1,1.1,0.71240
GO:0042939,tripeptide transport,5,1,1.1,0.71240
GO:0043066,negative regulation of apoptotic process,5,1,1.1,0.71240
GO:0043970,histone H3-K9 acetylation,5,1,1.1,0.71240
GO:0044205,'de novo' UMP biosynthetic process,5,1,1.1,0.71240
GO:0045053,protein retention in Golgi apparatus,5,1,1.1,0.71240
GO:0045597,positive regulation of cell differentiat...,5,1,1.1,0.71240
GO:0046051,UTP metabolic process,5,1,1.1,0.71240
GO:0046391,5-phosphoribose 1-diphosphate metabolic ...,5,1,1.1,0.71240
GO:0046398,UDP-glucuronate metabolic process,5,1,1.1,0.71240
GO:0051125,regulation of actin nucleation,5,1,1.1,0.71240
GO:0051127,positive regulation of actin nucleation,5,1,1.1,0.71240
GO:0051410,detoxification of nitrogen compound,5,1,1.1,0.71240
GO:0051438,regulation of ubiquitin-protein transfer...,5,1,1.1,0.71240
GO:0060776,simple leaf morphogenesis,5,1,1.1,0.71240
GO:0070536,protein K63-linked deubiquitination,5,1,1.1,0.71240
GO:0071244,cellular response to carbon dioxide,5,1,1.1,0.71240
GO:0071249,cellular response to nitrate,5,1,1.1,0.71240
GO:0071277,cellular response to calcium ion,5,1,1.1,0.71240
GO:0071486,cellular response to high light intensit...,5,1,1.1,0.71240
GO:0080144,amino acid homeostasis,5,1,1.1,0.71240
GO:0098719,sodium ion import across plasma membrane,5,1,1.1,0.71240
GO:0140021,mitochondrial ADP transmembrane transpor...,5,1,1.1,0.71240
GO:1900109,regulation of histone H3-K9 dimethylatio...,5,1,1.1,0.71240
GO:1901379,regulation of potassium ion transmembran...,5,1,1.1,0.71240
GO:1902446,regulation of shade avoidance,5,1,1.1,0.71240
GO:1903312,negative regulation of mRNA metabolic pr...,5,1,1.1,0.71240
GO:1903830,magnesium ion transmembrane transport,5,1,1.1,0.71240
GO:1990544,mitochondrial ATP transmembrane transpor...,5,1,1.1,0.71240
GO:2000278,regulation of DNA biosynthetic process,5,1,1.1,0.71240
GO:2000601,positive regulation of Arp2/3 complex-me...,5,1,1.1,0.71240
GO:0006826,iron ion transport,21,4,4.63,0.71252
GO:0007131,reciprocal meiotic recombination,21,4,4.63,0.71252
GO:0010187,negative regulation of seed germination,21,4,4.63,0.71252
GO:0043487,regulation of RNA stability,21,4,4.63,0.71252
GO:0070734,histone H3-K27 methylation,21,4,4.63,0.71252
GO:0016071,mRNA metabolic process,409,86,90.22,0.71334
GO:0006865,amino acid transport,46,9,10.15,0.71341
GO:0031146,SCF-dependent proteasomal ubiquitin-depe...,46,9,10.15,0.71341
GO:0055067,monovalent inorganic cation homeostasis,46,9,10.15,0.71341
GO:0009639,response to red or far red light,316,66,69.7,0.71502
GO:0071806,protein transmembrane transport,85,17,18.75,0.71690
GO:1901605,alpha-amino acid metabolic process,321,67,70.81,0.71834
GO:1901564,organonitrogen compound metabolic proces...,3782,822,834.22,0.71849
GO:0010039,response to iron ion,16,3,3.53,0.71930
GO:0010196,nonphotochemical quenching,16,3,3.53,0.71930
GO:0046185,aldehyde catabolic process,16,3,3.53,0.71930
GO:0051017,actin filament bundle assembly,16,3,3.53,0.71930
GO:0051304,chromosome separation,16,3,3.53,0.71930
GO:0061572,actin filament bundle organization,16,3,3.53,0.71930
GO:0071326,cellular response to monosaccharide stim...,16,3,3.53,0.71930
GO:0071331,cellular response to hexose stimulus,16,3,3.53,0.71930
GO:1990066,energy quenching,16,3,3.53,0.71930
GO:2000904,regulation of starch metabolic process,16,3,3.53,0.71930
GO:0071365,cellular response to auxin stimulus,90,18,19.85,0.72044
GO:0040029,"regulation of gene expression, epigeneti...",66,13,14.56,0.72386
GO:0098813,nuclear chromosome segregation,66,13,14.56,0.72386
GO:0007059,chromosome segregation,71,14,15.66,0.72673
GO:0009908,flower development,392,82,86.47,0.72786
GO:0090697,post-embryonic plant organ morphogenesis,76,15,16.76,0.72965
GO:0019953,sexual reproduction,81,16,17.87,0.73257
GO:0044703,multi-organism reproductive process,81,16,17.87,0.73257
GO:0005986,sucrose biosynthetic process,11,2,2.43,0.73485
GO:0007292,female gamete generation,11,2,2.43,0.73485
GO:0009445,putrescine metabolic process,11,2,2.43,0.73485
GO:0010044,response to aluminum ion,11,2,2.43,0.73485
GO:0010072,primary shoot apical meristem specificat...,11,2,2.43,0.73485
GO:0010315,auxin efflux,11,2,2.43,0.73485
